venue_id,venue_name,venue_type,venue_lat,venue_lng,rating,reviews,price_level,h3_cell,open_now,current_busyness,day_mean,fullness_score,relative_score,expected_momentum_score,popularity_score,venue_base_hotness,area_hotness_smoothed,venue_hotness_final
ven_454476434b522d734a785352676f425439716d326d56734a496843,Taste of Sichuan,CHINESE_RESTAURANT,43.0746716,-89.3942247,4.1,200,2,892758008cbffff,0,0.0,64.0,0.0,0.0,0.0,0.510568,0.0,0.159962,0.047989
ven_6753502d6e376e3651324152676f4254706b476f4e33374a496843,MacTaggart's Market & Deli,FOOD_AND_DRINK,43.0765092,-89.393932,4.8,147,1,892758008cbffff,0,100.0,46.0,1.0,1.0,1.0,0.563239,0.0,0.159962,0.047989
ven_6b6e49784e4e796366777052676f4254565477353255614a496843,Jimmy John's,SANDWICH_RESTAURANT,43.074697,-89.3945956,3.3,131,1,892758008cbffff,0,0.0,65.0,0.0,0.0,0.0,0.378361,0.0,0.159962,0.047989
ven_637671453762535847505452676f4254424149756c55574a496843,SGD DUBU SO GONG DONG TOFU & KOREAN BBQ,ASIAN_RESTAURANT,43.0747193,-89.3950093,4.5,109,2,892758008cbffff,0,0.0,40.0,0.0,0.0,0.0,0.496682,0.0,0.159962,0.047989
ven_45467271546c474c5f4e3252676f42545a6a50426f354b4a496843,Elizabeth Link Peace Park,PARK,43.0748388,-89.3925936,4.3,79,0,892758008cbffff,0,45.0,49.0,0.45,0.612245,0.0,0.442453,0.0,0.159962,0.047989
ven_4d584c7536636778746b6552676f4254566a33517665654a496843,Chen’s Dumpling House,CHINESE_RESTAURANT,43.0747526,-89.3939738,4.3,0,0,892758008cbffff,0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.159962,0.047989
ven_5142694b52476d79776d6f52676f4254524458625761484a496843,Dotty Dumpling's Dowry,BURGER_RESTAURANT,43.0728354,-89.3956735,4.6,2447,2,89275800853ffff,0,0.0,47.0,0.0,0.0,0.0,0.842838,0.0,0.156274,0.046882
ven_59504658415a5a53697a7552676f42545a446d5f4d35514a496843,Bassett Street Brunch Club,RESTAURANT,43.0726828,-89.3933473,4.3,1854,2,89275800853ffff,0,40.0,51.0,0.4,0.522876,1.0,0.759863,0.0,0.156274,0.046882
ven_6f414356754a645a32444452676f4254525458675939354a496843,Strings Ramen Shop Madison,RAMEN_RESTAURANT,43.0726721,-89.3956601,4.6,1144,2,89275800853ffff,0,0.0,60.0,0.0,0.0,0.0,0.760762,0.0,0.156274,0.046882
ven_596f6b495076484966696552676f425452544e4c6255344a496843,"Cheba Hut ""Toasted"" Subs",SANDWICH_RESTAURANT,43.0734485,-89.3948115,4.6,1099,1,89275800853ffff,0,0.0,35.0,0.0,0.0,0.0,0.756431,0.0,0.156274,0.046882
ven_30616d345a71776942767452676f4254526a564b7935524a496843,Estacion Inka,RESTAURANT,43.0734309,-89.3964774,4.7,760,1,89275800853ffff,0,0.0,78.0,0.0,0.0,0.0,0.732214,0.0,0.156274,0.046882
ven_5941336366547a6936425452676f42545a64747570535a4a496843,Porta Bella Italian Restaurant,ITALIAN_RESTAURANT,43.0740608,-89.3955766,3.9,733,2,89275800853ffff,0,0.0,54.0,0.0,0.0,0.0,0.604274,0.0,0.156274,0.046882
ven_556734646d644955515f6252676f4254525452684179534a496843,Vintage Spirits & Grill,RESTAURANT,43.0729806,-89.3954663,4.4,608,1,89275800853ffff,0,0.0,39.0,0.0,0.0,0.0,0.662456,0.0,0.156274,0.046882
ven_73304f4343656a4a54346152676f425452542d516b59524a496843,Sushi Express,SUSHI_RESTAURANT,43.0734295,-89.3962809,4.5,451,1,89275800853ffff,0,0.0,55.0,0.0,0.0,0.0,0.646009,0.0,0.156274,0.046882
ven_6b73365f3367433150614152676f4254396b71686151724a496843,Poke It Up,AMERICAN_RESTAURANT,43.0734912,-89.3956008,4.6,312,1,89275800853ffff,0,0.0,49.0,0.0,0.0,0.0,0.620672,0.0,0.156274,0.046882
ven_385064644f6a524d67414252676f42547438667a49304a4a496843,FreshFin | Madison Downtown,RESTAURANT,43.0733781,-89.3940242,4.7,272,2,89275800853ffff,0,0.0,54.0,0.0,0.0,0.0,0.619075,0.0,0.156274,0.046882
ven_597a6865565068396a673052676f425452442d302d394c4a496843,A8 China,CHINESE_RESTAURANT,43.0733393,-89.3961791,3.8,202,1,89275800853ffff,0,0.0,33.0,0.0,0.0,0.0,0.474093,0.0,0.156274,0.046882
ven_6b3631364a7177374b743652676f4254526a4f6f395a564a496843,Papa Johns Pizza,PIZZA_RESTAURANT,43.0730005,-89.394777,2.6,160,1,89275800853ffff,0,0.0,52.0,0.0,0.0,0.0,0.310228,0.0,0.156274,0.046882
ven_636f59366a47756d61343752676f4254425157305839434a496843,Chin up 麦屯小吃,CHINESE_RESTAURANT,43.0733869,-89.3951752,4.9,147,1,89275800853ffff,0,0.0,58.0,0.0,0.0,0.0,0.574973,0.0,0.156274,0.046882
ven_6b4e53496863573730423952676f42547452677254572d4a496843,Bistro 525,RESTAURANT,43.0715501,-89.3942742,4.5,73,2,89275800853ffff,0,100.0,66.0,1.0,1.0,1.0,0.454794,0.0,0.156274,0.046882
ven_594d31592d4849554c615052676f42545a7868387635614a496843,DGX,CONVENIENCE_STORE,43.0735034,-89.3940251,3.5,15,0,89275800853ffff,0,45.0,50.0,0.45,0.6,1.0,0.227865,0.0,0.156274,0.046882
ven_4d366c64354449624e673352676f4254464f63394b38544a496843,Dagu Rice Noodle,ASIAN_RESTAURANT,43.0733806,-89.3959942,4.5,0,0,89275800853ffff,0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.156274,0.046882
ven_30614c705939587135776c52676f42546444755a2d53744a496843,Parthenon Gyros,MEDITERANEAN_RESTAURANT,43.074912,-89.3906454,4.6,2362,1,892758008cfffff,0,0.0,48.0,0.0,0.0,0.0,0.839021,0.0,0.151341,0.045402
ven_6f3156746a396c4551777852676f4254646a764a3531534a496843,Tutto Pasta State Street,ITALIAN_RESTAURANT,43.0746802,-89.3902933,3.8,953,2,892758008cfffff,0,0.0,40.0,0.0,0.0,0.0,0.612171,0.0,0.151341,0.045402
ven_6358356c6b4f683058385a52676f4254645463785131684a496843,Capitol Centre Market,GROCERY,43.0726654,-89.3900581,4.3,852,0,892758008cfffff,0,20.0,52.0,0.2,0.25641,0.5,0.681421,0.0,0.151341,0.045402
ven_4959533148546c355a4d3952676f42546444753864796e4a496843,Himal Chuli Restaurant,RESTAURANT,43.0749385,-89.3907051,4.5,780,2,892758008cfffff,0,0.0,54.0,0.0,0.0,0.0,0.703797,0.0,0.151341,0.045402
ven_4d70396f346a6f49477a7552676f425464446a4256536d4a496843,Madison Museum of Contemporary Art,MUSEUM,43.0744554,-89.3892675,4.5,677,0,892758008cfffff,0,0.0,78.0,0.0,0.0,0.0,0.688853,0.0,0.151341,0.045402
ven_6f3258366a51547573585952676f4254647a787a76536b4a496843,Taiwan Little Eats,CHINESE_RESTAURANT,43.0749522,-89.3908262,4.5,617,1,892758008cfffff,0,0.0,64.0,0.0,0.0,0.0,0.679062,0.0,0.151341,0.045402
ven_674d4d4e6357624532303352676f42546c75737869304f4a496843,Ruyi Hand Pulled Noodle,CHINESE_RESTAURANT,43.0749726,-89.3909936,4.6,412,1,892758008cfffff,0,0.0,54.0,0.0,0.0,0.0,0.650618,0.0,0.151341,0.045402
ven_4d476d55565a673253454652636f5f6c46673653455a4d4a496843,Little Sweet,TEA,43.0746632,-89.390718,4.8,195,1,892758008cfffff,0,0.0,57.0,0.0,0.0,0.0,0.594899,0.0,0.151341,0.045402
ven_6f796d636f4e674c6b774a52676f4254464d384a6832314a496843,Eat Xpress 小食堂,CHINESE_RESTAURANT,43.075205,-89.3909449,4.1,76,1,892758008cfffff,0,0.0,67.0,0.0,0.0,0.0,0.418194,0.0,0.151341,0.045402
ven_597332616156622d474d6d52676f4254424163394536594a496843,New Here Coffee,COFFEE,43.0743705,-89.3920643,4.6,59,0,892758008cfffff,0,45.0,80.0,0.45,0.375,1.0,0.442248,0.0,0.151341,0.045402
ven_385335727555496d484f4352676f4254787a745062354c4a496843,J&P Fresh Market,GROCERY,43.074925,-89.3913354,4.4,55,0,892758008cfffff,0,0.0,53.0,0.0,0.0,0.0,0.415891,0.0,0.151341,0.045402
ven_45566158306f756238364f52676f4254647a76496152574a496843,Triangle Market,MARKET,43.0749279,-89.3903494,3.6,32,0,892758008cfffff,0,0.0,31.0,0.0,0.0,0.0,0.29557,0.0,0.151341,0.045402
ven_3059724b7234594c336b6552676f425464546b334561754a496843,Short Stack Eatery,BREAKFAST_RESTAURANT,43.074552,-89.389936,4.5,0,0,892758008cfffff,0,60.0,56.0,0.6,0.714286,1.0,0.0,0.0,0.151341,0.045402
ven_385052563461362d2d563952676f4254394470496578454a496843,Lucille,PIZZA_RESTAURANT,43.0744237,-89.3813659,4.4,2469,2,8927580088bffff,0,0.0,43.0,0.0,0.0,0.0,0.807117,0.0,0.151209,0.045363
ven_6f34645a6d4a334e72347a52676f4254397a645f525f794a496843,Graze Restaurant,AMERICAN_RESTAURANT,43.0751379,-89.3822319,4.4,2011,2,8927580088bffff,0,0.0,28.0,0.0,0.0,0.0,0.785928,0.0,0.151209,0.045363
ven_6b50635431752d5733783952676f425442456838637a494a496843,Eno Vino Downtown,RESTAURANT,43.0765875,-89.3823592,4.6,2003,3,8927580088bffff,0,0.0,48.0,0.0,0.0,0.0,0.821222,0.0,0.151209,0.045363
ven_59677a416c4c483930647852676f4254396a70384f53584a496843,Marigold Kitchen,CAFE,43.0741182,-89.3815111,4.6,1954,2,8927580088bffff,0,45.0,74.0,0.45,0.405405,1.0,0.818548,0.0,0.151209,0.045363
ven_55715078506a337334727352676f42543954487a4954634a496843,DLUX,BURGER_RESTAURANT,43.0736557,-89.382477,4.3,1601,2,8927580088bffff,0,0.0,68.0,0.0,0.0,0.0,0.745057,0.0,0.151209,0.045363
ven_6f4a6d44356639645a547252676f4254397a74724831334a496843,Merchant Madison,AMERICAN_RESTAURANT,43.0742365,-89.3810119,4.4,1396,2,8927580088bffff,0,0.0,30.0,0.0,0.0,0.0,0.748237,0.0,0.151209,0.045363
ven_30622d546c314368344e3652676f42543954484459306c4a496843,BelAir Cantina - CLOSED,MEXICAN_RESTAURANT,43.0738223,-89.3826595,4.0,1382,2,8927580088bffff,0,0.0,41.0,0.0,0.0,0.0,0.67927,0.0,0.151209,0.045363
ven_59335a79526f39544a324652676f4254396a78577279504a496843,Madison's,AMERICAN_RESTAURANT,43.0744857,-89.3806695,4.3,767,2,8927580088bffff,0,0.0,40.0,0.0,0.0,0.0,0.670823,0.0,0.151209,0.045363
ven_414b555a5247673232463252676f4254394476584438534a496843,Ancora Cafe + Bakery,RESTAURANT,43.0745159,-89.3811804,4.6,577,1,8927580088bffff,0,60.0,70.0,0.6,0.571429,1.0,0.686925,0.0,0.151209,0.045363
ven_5942524c4e546c514c6b7952676f4254396a6c487462544a496843,Maduro,BAR,43.0750142,-89.3812244,4.8,486,2,8927580088bffff,0,0.0,23.0,0.0,0.0,0.0,0.697483,0.0,0.151209,0.045363
ven_4d614e71476371794c373152676f42545a6c61575853434a496843,Señor Machetes,RESTAURANT,43.0750457,-89.3810205,4.5,408,2,8927580088bffff,0,0.0,60.0,0.0,0.0,0.0,0.635446,0.0,0.151209,0.045363
ven_773847514277547961794e52676f42544e386c3046616b4a496843,Young Blood Beer Company - King Street,BREWERY,43.0747695,-89.3810544,4.7,308,0,8927580088bffff,0,0.0,41.0,0.0,0.0,0.0,0.632745,0.0,0.151209,0.045363
ven_457851716251557161553852676f4254527231374a52594a496843,Good News Café & Ice Cream,DESSERT,43.074529,-89.3808308,4.6,217,1,8927580088bffff,0,0.0,40.0,0.0,0.0,0.0,0.581602,0.0,0.151209,0.045363
ven_6f593145434d6f356b696b52676f42546874736b7179454a496843,Settle Down Tavern,AMERICAN_RESTAURANT,43.074218,-89.381152,4.5,0,0,8927580088bffff,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151209,0.045363
ven_5552496741477a57476c5552676f42545a4e326b4a5a574a496843,Hans Christian Heg,HISTORICAL,43.0746795,-89.3823668,0.0,0,0,8927580088bffff,0,20.0,36.0,0.2,0.37037,0.0,0.0,0.0,0.151209,0.045363
ven_67346d45594e635a79695052676f42543944707367364f4a496843,Johnny Delmonico's Steakhouse,STEAK_RESTAURANT,43.0740207,-89.3813538,4.5,0,0,8927580088bffff,0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.151209,0.045363
ven_6f5a2d31536e387769674352676f4254397a3243752d724a496843,The Great Dane Pub & Brewing Company,BEER,43.074447,-89.380175,4.3,0,0,8927580088bffff,0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.151209,0.045363
ven_63326a382d48585661574252676f42545a7a52363455794a496843,Sencha Tea Bar,TEA,43.0749558,-89.389168,4.6,643,1,892758008c3ffff,0,0.0,53.0,0.0,0.0,0.0,0.698604,0.0,0.145897,0.043769
ven_6b6d315471596d7741587a52676f42545a4565717463674a496843,The Botanist Social,RESTAURANT,43.0749515,-89.388354,4.4,528,0,892758008c3ffff,0,0.0,47.0,0.0,0.0,0.0,0.647906,0.0,0.145897,0.043769
ven_4d4750665a6b4b6c6b464f52676f42545a55334c4766544a496843,Baked Wings & Things,RESTAURANT,43.0750686,-89.3898873,4.7,111,0,892758008c3ffff,0,0.0,42.0,0.0,0.0,0.0,0.520745,0.0,0.145897,0.043769
ven_346262396b772d675f4a6552676f4254646a786a30654c4a496843,Mad Seafood Boiler,SEAFOOD_RESTAURANT,43.0752436,-89.3908238,4.3,0,0,892758008c3ffff,0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.145897,0.043769
ven_675078677273367a39627652676f4254687a51614154794a496843,Ian’s Pizza Madison | State Street,PIZZA_RESTAURANT,43.074913,-89.386999,4.6,3234,1,892758008c7ffff,0,0.0,36.0,0.0,0.0,0.0,0.872948,0.0,0.142893,0.042868
ven_304c725f6a456c4958616f52676f4254686a6a4479784a4a496843,The Coopers Tavern,BAR,43.0751065,-89.3861702,4.5,2083,2,892758008c7ffff,0,0.0,33.0,0.0,0.0,0.0,0.807505,0.0,0.142893,0.042868
ven_556335422d624b506c593852676f42546854526e3163524a496843,Cento,ITALIAN_RESTAURANT,43.0743393,-89.3873179,4.6,2047,3,892758008c7ffff,0,0.0,51.0,0.0,0.0,0.0,0.823568,0.0,0.142893,0.042868
ven_6b5366364a674f7849466752676f4254685458424e66464a496843,Michelangelo's Coffee House,COFFEE,43.0748932,-89.3872186,4.6,1279,1,892758008c7ffff,0,25.0,39.0,0.25,0.42735,0.625,0.772801,0.0,0.142893,0.042868
ven_677734486450453438732d52676f4254686a6b3677354c4a496843,Wisconsin Veterans Museum,MUSEUM,43.0750335,-89.3864552,4.8,655,0,892758008c7ffff,0,0.0,27.0,0.0,0.0,0.0,0.731059,0.0,0.142893,0.042868
ven_4d5361746b303368794e7352676f42546c4448484a37394a496843,Barriques Coffee - West Wash,COFFEE,43.0731804,-89.3858777,4.4,451,1,892758008c7ffff,0,45.0,53.0,0.45,0.566038,1.0,0.631653,0.0,0.142893,0.042868
ven_517747746b787942626c5952676f4254687a38732d326f4a496843,Teddywedgers,RESTAURANT,43.074613,-89.3868769,4.7,312,1,892758008c7ffff,0,0.0,51.0,0.0,0.0,0.0,0.634165,0.0,0.142893,0.042868
ven_6f334d5a52795a5533387452676f4254565056455478304a496843,107 State,ITALIAN_RESTAURANT,43.0746358,-89.3870334,4.5,304,2,892758008c7ffff,0,0.0,40.0,0.0,0.0,0.0,0.604443,0.0,0.142893,0.042868
ven_307564786f755042336b5352676f42546854546f58596a4a496843,Madison Public Library - Central,LIBRARY,43.0736103,-89.387536,4.6,222,0,892758008c7ffff,0,0.0,77.0,0.0,0.0,0.0,0.584052,0.0,0.142893,0.042868
ven_7351796e4d344e51632d3552676f4254687a683679316e4a496843,Starbucks,COFFEE,43.0756855,-89.3866222,4.0,93,2,892758008c7ffff,0,55.0,49.0,0.55,0.748299,1.0,0.426731,0.0,0.142893,0.042868
ven_415069357734473559656c52676f4254684455642d30624a496843,Ivory Room Piano Bar,BAR,43.074444,-89.387221,4.5,0,0,892758008c7ffff,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142893,0.042868
ven_6b4432423052774465474e5267344273324e5a375254564a496843,Trader Joe's,GROCERY,43.0649866,-89.4175436,4.6,2817,2,89275800a1bffff,0,25.0,60.0,0.25,0.277778,0.625,0.858042,0.0,0.140198,0.04206
ven_387631763563344b6c783552673442733274616a3855614a496843,Pizza Brutta,PIZZA_RESTAURANT,43.0651987,-89.4164062,4.6,1219,2,89275800a1bffff,0,0.0,52.0,0.0,0.0,0.0,0.767615,0.0,0.140198,0.04206
ven_49592d4f567a636f57525452673442744f794b662d39434a496843,Sequoia,SUSHI_RESTAURANT,43.0648055,-89.416854,4.2,308,2,89275800a1bffff,0,0.0,42.0,0.0,0.0,0.0,0.565432,0.0,0.140198,0.04206
ven_4d4f4c38474b447746375a5267344274655f35785658794a496843,Garth's Brew Bar,BAR,43.0656539,-89.4163482,4.9,207,2,89275800a1bffff,0,0.0,39.0,0.0,0.0,0.0,0.61413,0.0,0.140198,0.04206
ven_77584f76753669694c755152673442733239627a67374a4a496843,Barriques - Monroe St.,CAFE,43.0650249,-89.4167139,4.3,167,1,89275800a1bffff,0,70.0,66.0,0.7,0.707071,1.0,0.517366,0.0,0.140198,0.04206
ven_6b5938427263653176365152676f4254646b55394330664a496843,Madison Children's Museum,MUSEUM,43.0769396,-89.3843946,4.7,2534,0,892758008d7ffff,0,0.0,77.0,0.0,0.0,0.0,0.865015,0.0,0.138019,0.041406
ven_633052334242462d624a7552676f42544245765a4e62664a496843,Heritage Tavern,AMERICAN_RESTAURANT,43.0768301,-89.3832445,4.6,1136,3,892758008d7ffff,0,0.0,52.0,0.0,0.0,0.0,0.760004,0.0,0.138019,0.041406
ven_30645171593547525f315952676f42544245796e5258324a496843,Bradbury's Coffee,COFFEE,43.0772927,-89.3838969,4.7,828,1,892758008d7ffff,0,70.0,69.0,0.7,0.676329,1.0,0.74166,0.0,0.138019,0.041406
ven_6b7663616168797461787952676f425442306f595131504a496843,Sol's on the Square,ASIAN_RESTAURANT,43.0766456,-89.3834015,4.5,667,2,892758008d7ffff,0,0.0,11.0,0.0,0.0,0.0,0.687283,0.0,0.138019,0.041406
ven_49705f654238637a35744c52676f4254643055305865414a496843,Pinnacle Health + Fitness - Madison,SPORTS_COMPLEX,43.0762906,-89.3844481,4.4,59,0,892758008d7ffff,0,40.0,43.0,0.4,0.620155,0.0,0.423019,0.0,0.138019,0.041406
ven_556d65796c58454949535a52676f42543954564c3262374a496843,Wisconsin Law Enforcement Memorial,HISTORICAL,43.07603,-89.3841461,5.0,6,0,892758008d7ffff,0,20.0,33.0,0.2,0.40404,0.0,0.228463,0.0,0.138019,0.041406
ven_5935365a456b54564f5a4952673442732d38384b4e2d4f4a496843,Greenbush Bakery,BAKERY,43.067992,-89.4102383,4.8,1108,1,89275800a8fffff,0,45.0,46.0,0.45,0.652174,1.0,0.790238,0.0,0.137801,0.04134
ven_49716f625061452d756c505267344273577358375f366b4a496843,Lucky's 1313 Brew Pub,BEER,43.0676509,-89.4081603,4.4,1016,2,89275800a8fffff,0,0.0,21.0,0.0,0.0,0.0,0.715437,0.0,0.137801,0.04134
ven_7754683137566a4248414952673442732d6377776735544a496843,Indie Coffee,COFFEE,43.0676399,-89.4065819,4.7,940,1,89275800a8fffff,0,55.0,64.0,0.55,0.572917,1.0,0.755645,0.0,0.137801,0.04134
ven_415f35317033524e38306152673442732d63754162516d4a496843,The Red Zone Madison,SPORTS_BAR,43.0678893,-89.4064022,4.3,382,0,89275800a8fffff,0,0.0,6.0,0.0,0.0,0.0,0.600572,0.0,0.137801,0.04134
ven_6b4546487739766645434252676f42534e3732503252334a496843,Stella's Bakery,BAKERY,43.0675948,-89.4063737,4.8,177,2,89275800a8fffff,0,40.0,37.0,0.4,0.720721,1.0,0.584042,0.0,0.137801,0.04134
ven_4163734752306e6e3644495267344273577361785261574a496843,Jimmy John's,SANDWICH_RESTAURANT,43.0680341,-89.4087933,3.6,131,1,89275800a8fffff,0,0.0,32.0,0.0,0.0,0.0,0.412757,0.0,0.137801,0.04134
ven_45616c59735f506f675452526734427357385a616459674a496843,Nam's Noodle & Karaoke Bar,CHINESE_RESTAURANT,43.0678845,-89.4084498,4.2,0,0,89275800a8fffff,0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.137801,0.04134
ven_346c5a704546526c6a4b665267344273574d59566e547a4a496843,Jordan's Big Ten Pub,BEER,43.0680798,-89.4083302,4.6,0,0,89275800a8fffff,0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.137801,0.04134
ven_6f41714659516837434d5852676f42546c6a53694f65684a496843,Tornado Steak House,STEAK_RESTAURANT,43.0724836,-89.3845969,4.6,2313,3,89275800813ffff,0,0.0,43.0,0.0,0.0,0.0,0.836758,0.0,0.135587,0.040676
ven_5554555836382d3345524552676f42543554796b39584d4a496843,Canteen,MEXICAN_RESTAURANT,43.0727369,-89.3840366,4.3,1045,2,89275800813ffff,0,0.0,46.0,0.0,0.0,0.0,0.702016,0.0,0.135587,0.040676
ven_774e734c44394a706b6f4752676f42545a4262654837754a496843,Wonderstate Coffee - Madison Cafe,COFFEE,43.0730469,-89.3840094,4.6,482,0,89275800813ffff,0,55.0,67.0,0.55,0.547264,1.0,0.66753,0.0,0.135587,0.040676
ven_3838346d762d5974435f3352676f4254357a303130626a4a496843,The Post,AMERICAN_RESTAURANT,43.0730204,-89.3844742,4.3,299,0,89275800813ffff,0,50.0,45.0,0.5,0.740741,1.0,0.57591,0.0,0.135587,0.040676
ven_5153326a4734375472747552676f4254316a327a34666b4a496843,Boulders Climbing Gym - Downtown,SPORTS_COMPLEX,43.0726931,-89.3833457,4.5,194,0,89275800813ffff,0,0.0,36.0,0.0,0.0,0.0,0.557177,0.0,0.135587,0.040676
ven_6f7038593137497044647052676f42545a7a61736c53314a496843,Subway,SANDWICH_RESTAURANT,43.0732509,-89.3835961,3.6,187,1,89275800813ffff,0,0.0,51.0,0.0,0.0,0.0,0.442652,0.0,0.135587,0.040676
ven_51377031666c36536167595267344273572d2d4c7355644a496843,Hollister Avenue Triangle Park,PARK,43.0661274,-89.4225669,4.4,5,0,89275800a57ffff,0,75.0,44.0,0.75,1.0,0.0,0.185121,0.0,0.133988,0.040197
ven_734f71644a447a697067565267344273796e5a5542524b4a496843,Raymer's Cove,NATURE_RESERVE,43.0887558,-89.4396136,4.8,225,0,89275801dd3ffff,0,60.0,44.0,0.6,0.909091,1.0,0.610951,0.0,0.133587,0.040076
ven_496e755a6943674450716152676f42544a6d6e753554794a496843,Tenney Park Breakwater,BOATING,43.0953103,-89.3722198,4.9,33,0,89275800c8bffff,0,60.0,58.0,0.6,0.689655,0.5,0.405738,0.0,0.132043,0.039613
ven_4152726d78365a744c633252676f4254646e5f324935614a496843,Hạ Long Bay,ASIAN_RESTAURANT,43.0855603,-89.3607428,4.5,3177,2,89275800ca7ffff,0,0.0,73.0,0.0,0.0,0.0,0.852092,0.0,0.124673,0.037402
ven_67716b6974477168562d3152676f42544a4935352d77594a496843,Batch Bakehouse,BAKERY,43.0860132,-89.3607702,4.8,757,2,89275800ca7ffff,0,60.0,74.0,0.6,0.540541,1.0,0.747348,0.0,0.124673,0.037402
ven_51644e4b507443786f487552676f42546433396b3865544a496843,Grampa's Pizzeria,PIZZA_RESTAURANT,43.0855528,-89.3614667,4.5,590,2,89275800ca7ffff,0,0.0,71.0,0.0,0.0,0.0,0.674342,0.0,0.124673,0.037402
ven_6b586e41326b5f444a737852676f425464482d7a4766364a496843,Willalby's Cafe,CAFE,43.0855107,-89.3608334,4.5,558,1,89275800ca7ffff,0,50.0,64.0,0.5,0.520833,1.0,0.66846,0.0,0.124673,0.037402
ven_77566c6758747072736b5652676f42546433394a3777414a496843,Gib's,BAR,43.0856201,-89.3613459,4.3,441,2,89275800ca7ffff,0,0.0,20.0,0.0,0.0,0.0,0.615039,0.0,0.124673,0.037402
ven_59725f667273645f58485052676f42546833425373646e4a496843,Cafe Domestique - Willy Street,COFFEE,43.0860709,-89.3606177,4.8,267,0,89275800ca7ffff,0,45.0,58.0,0.45,0.517241,1.0,0.630163,0.0,0.124673,0.037402
ven_7764614b6b75323069386452676f42546848542d7358464a496843,State Line Distillery,BAR,43.0875286,-89.362269,4.9,236,0,89275800ca7ffff,0,0.0,30.0,0.0,0.0,0.0,0.629148,0.0,0.124673,0.037402
ven_6f6c69444e6a307966374352676f42545268306765546d4a496843,Come Back In,BAR,43.076075,-89.376708,4.3,817,1,89275800883ffff,0,20.0,23.0,0.2,0.57971,0.5,0.677191,0.0,0.123997,0.037199
ven_594b726146417666504e3452676f4254526876546136684a496843,Law Park,PARK,43.075048,-89.375798,4.4,346,0,89275800883ffff,0,90.0,74.0,0.9,0.810811,0.375,0.604341,0.0,0.123997,0.037199
ven_632d2d5873654f5f52563252676f4254746d4d636c57444a496843,Up North,BAR,43.0764311,-89.3762871,4.6,309,1,89275800883ffff,0,0.0,40.0,0.0,0.0,0.0,0.619632,0.0,0.123997,0.037199
ven_51386e6547434c3857393452676f42545268316a5765764a496843,the Cardinal Bar,BAR,43.0757614,-89.3771245,4.1,179,0,89275800883ffff,0,0.0,10.0,0.0,0.0,0.0,0.499945,0.0,0.123997,0.037199
ven_55453543424a496f506e5952676f4254746d4d636c57444a496843,Essen Haus Restaurant and Bar,RESTAURANT,43.076216,-89.3765367,4.4,0,0,89275800883ffff,0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.123997,0.037199
ven_384c4b4937734738526c3252676f425642456d336b34474a496843,Ahan,RESTAURANT,43.0780169,-89.3720054,4.6,877,2,89275800c2fffff,0,0.0,46.0,0.0,0.0,0.0,0.732083,0.0,0.120083,0.036025
ven_775675684f77797871625f52676f42543147354f6a55594a496843,Dreamkeepers,OTHER,43.0804722,-89.3707258,4.3,3,0,89275800c2fffff,0,25.0,19.0,0.25,0.877193,0.25,0.139974,0.0,0.120083,0.036025
ven_552d55462d467738496d5852676f4254393330633638374a496843,Isthmus Path Prairie Garden,PARK,43.079465,-89.3714136,5.0,1,0,89275800c2fffff,0,75.0,45.0,0.75,1.0,1.0,0.08138,0.0,0.120083,0.036025
ven_305138537a7658564a375752676f425446426e4737324a4a496843,Salvatore's Tomato Pies - Madison,PIZZA_RESTAURANT,43.081138,-89.3756143,4.7,1258,2,89275800c2bffff,0,0.0,65.0,0.0,0.0,0.0,0.787775,0.0,0.119664,0.035899
ven_6f6c74317474387448336452676f42546c6d53415630454a496843,Festival Foods,GROCERY,43.0818653,-89.3745169,4.3,740,2,89275800c2bffff,0,25.0,59.0,0.25,0.282486,0.625,0.667209,0.0,0.119664,0.035899
ven_776e4535657350704c693352676f42546c4757667a53384a496843,Cargo Coffee,COFFEE,43.0809014,-89.3759993,4.5,706,1,89275800c2bffff,0,45.0,74.0,0.45,0.405405,1.0,0.693279,0.0,0.119664,0.035899
ven_6f63644445554d7374375752676f4254355777545a64744a496843,LJ's Sports Tavern & Grill,BEER,43.0823387,-89.3737684,4.3,440,0,89275800c2bffff,0,0.0,55.0,0.0,0.0,0.0,0.61481,0.0,0.119664,0.035899
ven_6b566d4f51445946524b4152676f425446627641765f304a496843,Vintage Brewing Co. Capitol East,BEER,43.0811083,-89.3746515,4.5,427,2,89275800c2bffff,0,0.0,38.0,0.0,0.0,0.0,0.640244,0.0,0.119664,0.035899
ven_41636975766a35345a336a52676f425435326c724765384a496843,MadisonTap,BAR,43.0815259,-89.3737972,4.4,114,2,89275800c2bffff,0,0.0,3.0,0.0,0.0,0.0,0.490237,0.0,0.119664,0.035899
